#OLD_LOCUS,NEW_LOCUS,UPDATE_TYPE,UPDATE_DETAIL
NCU09737.4,NCU09737.5,UNCHANGED,
NCU09738.4,NCU09738.5,UNCHANGED,
NCU09739.4,NCU09739.5,UNCHANGED,
NCU09740.4,NCU09740.5,UNCHANGED,
NCU09741.4,NCU09741.5,UNCHANGED,
NCU09742.4,NCU09742.5,UNCHANGED,
NCU09743.4,NCU09743.5,UNCHANGED,
NCU09744.4,NCU09744.5,UNCHANGED,
NCU09745.4,NCU09745.5,UNCHANGED,
NCU09746.4,NCU09746.5,UNCHANGED,
NCU09747.4,NCU09747.5,UNCHANGED,
NCU09748.4,NCU09748.5,UNCHANGED,
NCU09754.4,NCU09754.5,UNCHANGED,
NCU09755.4,NCU09755.5,UNCHANGED,
NCU09756.4,NCU09756.5,UNCHANGED,
NCU09757.4,NCU09757.5,UNCHANGED,
NCU09758.4,NCU09758.5,UNCHANGED,
NCU09759.4,NCU09759.5,UNCHANGED,
NCU09760.4,NCU09760.5,UNCHANGED,
NCU09761.4,NCU09761.5,UNCHANGED,
NCU09762.4,NCU09762.5,UNCHANGED,
NCU09764.4,NCU09764.5,UNCHANGED,
NCU09765.4,NCU09765.5,UNCHANGED,
NCU09766.4,NCU09766.5,UNCHANGED,
NCU09767.4,NCU09767.5,UNCHANGED,
NCU09768.4,NCU09768.5,UNCHANGED,
NCU09770.4,NCU09770.5,UNCHANGED,
NCU09771.4,NCU09771.5,UNCHANGED,
NCU09772.4,NCU09772.5,UNCHANGED,
NCU09773.4,NCU09773.5,UNCHANGED,
NCU09774.4,NCU09774.5,UNCHANGED,
NCU09775.4,NCU09775.5,UNCHANGED,
NCU09776.4,NCU09776.5,UNCHANGED,
NCU09777.4,NCU09777.5,UNCHANGED,
NCU09778.4,NCU09778.5,UNCHANGED,
NCU09779.4,NCU09779.5,UNCHANGED,
NCU09780.4,NCU09780.5,UNCHANGED,
NCU09781.4,NCU09781.5,UNCHANGED,
NCU09782.4,NCU09782.5,UNCHANGED,
NCU09783.4,NCU09783.5,UNCHANGED,
NCU09784.4,NCU09784.5,UNCHANGED,
NCU09785.4,NCU09785.5,UNCHANGED,
NCU09786.4,NCU09786.5,UNCHANGED,
NCU09787.4,NCU09787.5,UNCHANGED,
NCU09788.4,NCU09788.5,UNCHANGED,
NCU09789.4,NCU09789.5,UNCHANGED,
NCU09790.4,NCU09790.5,UNCHANGED,
NCU09791.4,NCU09791.5,UNCHANGED,
NCU09792.4,NCU09792.5,UNCHANGED,
NCU09793.4,NCU09793.5,UNCHANGED,
NCU09794.4,NCU09794.5,UNCHANGED,
NCU09795.4,NCU09795.5,UNCHANGED,
NCU09796.4,NCU09796.5,UNCHANGED,
NCU09797.4,NCU09797.5,UNCHANGED,
NCU09798.4,NCU09798.5,UNCHANGED,
NCU09799.4,NCU09799.5,UNCHANGED,
NCU09800.4,NCU09800.5,UNCHANGED,
NCU09802.4,NCU09802.5,UNCHANGED,
NCU09803.4,NCU09803.5,UNCHANGED,
NCU09804.4,NCU09804.5,UNCHANGED,
NCU09805.4,NCU09805.5,UNCHANGED,
NCU09806.4,NCU09806.5,UNCHANGED,
NCU09807.4,NCU09807.5,UNCHANGED,
NCU09808.4,NCU09808.5,UNCHANGED,
NCU09809.4,NCU09809.5,UNCHANGED,
NCU09810.4,NCU09810.5,UNCHANGED,
NCU09811.4,NCU09811.5,UNCHANGED,
NCU09812.4,NCU09812.5,UNCHANGED,
NCU09813.4,NCU09813.5,UNCHANGED,
NCU09814.4,NCU09814.5,UNCHANGED,
NCU09815.4,NCU09815.5,UNCHANGED,
NCU09816.4,NCU09816.5,UNCHANGED,
NCU09817.4,NCU09817.5,UNCHANGED,
NCU09818.4,NCU09818.5,UNCHANGED,
NCU09819.4,NCU09819.5,UNCHANGED,
NCU09820.4,NCU09820.5,UNCHANGED,
NCU09821.4,NCU09821.5,UNCHANGED,
NCU09823.4,NCU09823.5,UNCHANGED,
NCU09824.4,NCU09824.5,UNCHANGED,
NCU09825.4,NCU09825.5,UNCHANGED,
NCU09826.4,NCU09826.5,UNCHANGED,
NCU09827.4,NCU09827.5,UNCHANGED,
NCU09828.4,NCU09828.5,UNCHANGED,
NCU09829.4,NCU09829.5,UNCHANGED,
NCU09830.4,NCU09830.5,UNCHANGED,
NCU09831.4,NCU09831.5,UNCHANGED,
NCU09832.4,NCU09832.5,UNCHANGED,
NCU09834.4,NCU09834.5,UNCHANGED,
NCU09835.4,NCU09835.5,UNCHANGED,
NCU09836.4,NCU09836.5,UNCHANGED,
NCU09837.4,NCU09837.5,UNCHANGED,
NCU09838.4,NCU09838.5,UNCHANGED,
NCU09839.4,NCU09839.5,UNCHANGED,
NCU09841.4,NCU09841.5,UNCHANGED,
NCU09843.4,NCU09843.5,UNCHANGED,
NCU09844.4,NCU09844.5,UNCHANGED,
NCU09845.4,NCU09845.5,UNCHANGED,
NCU09846.4,NCU09846.5,UNCHANGED,
NCU09847.4,NCU09847.5,UNCHANGED,
NCU09848.4,NCU09848.5,UNCHANGED,
NCU09851.4,NCU09851.5,UNCHANGED,
NCU09852.4,NCU09852.5,UNCHANGED,
NCU09853.4,NCU09853.5,UNCHANGED,
NCU09854.4,NCU09854.5,UNCHANGED,
NCU09855.4,NCU09855.5,UNCHANGED,
NCU09856.4,NCU09856.5,UNCHANGED,
NCU09857.4,NCU09857.5,UNCHANGED,
NCU09858.4,NCU09858.5,UNCHANGED,
NCU09859.4,NCU09859.5,UNCHANGED,
NCU09860.4,NCU09860.5,UNCHANGED,
NCU09861.4,NCU09861.5,UNCHANGED,
NCU09862.4,NCU09862.5,UNCHANGED,
NCU09863.4,NCU09863.5,UNCHANGED,
NCU09864.4,NCU09864.5,UNCHANGED,
NCU09865.4,NCU09865.5,UNCHANGED,
NCU09866.4,NCU09866.5,UNCHANGED,
NCU09867.4,NCU09867.5,UNCHANGED,
NCU09868.4,NCU09868.5,UNCHANGED,
NCU09869.4,NCU09869.5,UNCHANGED,
NCU09870.4,NCU09870.5,UNCHANGED,
NCU09871.4,NCU09871.5,UNCHANGED,
NCU09872.4,NCU09872.5,UNCHANGED,
NCU09873.4,NCU09873.5,UNCHANGED,
NCU09874.4,NCU09874.5,UNCHANGED,
NCU09875.4,NCU09875.5,UNCHANGED,
NCU09876.4,NCU09876.5,UNCHANGED,
NCU09877.4,NCU09877.5,UNCHANGED,
NCU09878.4,NCU09878.5,UNCHANGED,
NCU09879.4,NCU09879.5,UNCHANGED,
NCU09880.4,NCU09880.5,UNCHANGED,
NCU09881.4,NCU09881.5,UNCHANGED,
NCU09882.4,NCU09882.5,UNCHANGED,
NCU09883.4,NCU09883.5,UNCHANGED,
NCU09885.4,NCU09885.5,UNCHANGED,
NCU09886.4,NCU09886.5,UNCHANGED,
NCU09887.4,NCU09887.5,UNCHANGED,
NCU09888.4,NCU09888.5,UNCHANGED,
NCU09892.4,NCU09892.5,UNCHANGED,
NCU09894.4,NCU09894.5,UNCHANGED,
NCU09895.4,NCU09895.5,UNCHANGED,
NCU09896.4,NCU09896.5,UNCHANGED,
NCU09897.4,NCU09897.5,UNCHANGED,
NCU09898.4,NCU09898.5,UNCHANGED,
NCU09899.4,NCU09899.5,UNCHANGED,
NCU09900.4,NCU09900.5,UNCHANGED,
NCU09901.4,NCU09901.5,UNCHANGED,
NCU09903.4,NCU09903.5,UNCHANGED,
NCU09904.4,NCU09904.5,UNCHANGED,
NCU09906.4,NCU09906.5,UNCHANGED,
NCU09907.4,NCU09907.5,UNCHANGED,
NCU09908.4,NCU09908.5,UNCHANGED,
NCU09909.4,NCU09909.5,UNCHANGED,
NCU09910.4,NCU09910.5,UNCHANGED,
NCU09911.4,NCU09911.5,UNCHANGED,
NCU09912.4,NCU09912.5,UNCHANGED,
NCU09913.4,NCU09913.5,UNCHANGED,
NCU09914.4,NCU09914.5,UNCHANGED,
NCU09915.4,NCU09915.5,UNCHANGED,
NCU09917.4,NCU09917.5,UNCHANGED,
NCU09922.4,NCU09922.5,UNCHANGED,
NCU09923.4,NCU09923.5,UNCHANGED,
NCU09924.4,NCU09924.5,UNCHANGED,
NCU09926.4,NCU09926.5,UNCHANGED,
NCU09929.4,NCU09929.5,UNCHANGED,
NCU09930.4,NCU09930.5,UNCHANGED,
NCU09931.4,NCU09931.5,UNCHANGED,
NCU09933.4,NCU09933.5,UNCHANGED,
NCU09935.4,NCU09935.5,UNCHANGED,
NCU09937.4,NCU09937.5,UNCHANGED,
NCU09939.4,NCU09939.5,UNCHANGED,
NCU09947.4,NCU09947.5,UNCHANGED,
NCU09948.4,NCU09948.5,UNCHANGED,
NCU09949.4,NCU09949.5,UNCHANGED,
NCU09950.4,NCU09950.5,UNCHANGED,
NCU09951.4,NCU09951.5,UNCHANGED,
NCU09952.4,NCU09952.5,UNCHANGED,
NCU09953.4,NCU09953.5,UNCHANGED,
NCU09954.4,NCU09954.5,UNCHANGED,
NCU09955.4,NCU09955.5,UNCHANGED,
NCU09956.4,NCU09956.5,UNCHANGED,
NCU09957.4,NCU09957.5,UNCHANGED,
NCU09958.4,NCU09958.5,UNCHANGED,
NCU09959.4,NCU09959.5,UNCHANGED,
NCU09961.4,NCU09961.5,UNCHANGED,
NCU09964.4,NCU09964.5,UNCHANGED,
NCU09965.4,NCU09965.5,UNCHANGED,
NCU09966.4,NCU09966.5,UNCHANGED,
NCU09968.4,NCU09968.5,UNCHANGED,
NCU09969.4,NCU09969.5,UNCHANGED,
NCU09970.4,NCU09970.5,UNCHANGED,
NCU09971.4,NCU09971.5,UNCHANGED,
NCU09972.4,NCU09972.5,UNCHANGED,
NCU09973.4,NCU09973.5,UNCHANGED,
NCU09974.4,NCU09974.5,UNCHANGED,
NCU09975.4,NCU09975.5,UNCHANGED,
NCU09976.4,NCU09976.5,UNCHANGED,
NCU09977.4,NCU09977.5,UNCHANGED,
NCU09978.4,NCU09978.5,UNCHANGED,
NCU09980.4,NCU09980.5,UNCHANGED,
NCU09981.4,NCU09981.5,UNCHANGED,
NCU09982.4,NCU09982.5,UNCHANGED,
NCU09986.4,NCU09986.5,UNCHANGED,
NCU09988.4,NCU09988.5,UNCHANGED,
NCU09990.4,NCU09990.5,UNCHANGED,
NCU09992.4,NCU09992.5,UNCHANGED,
NCU09993.4,NCU09993.5,UNCHANGED,
NCU09994.4,NCU09994.5,UNCHANGED,
NCU09995.4,NCU09995.5,UNCHANGED,
NCU09996.4,NCU09996.5,UNCHANGED,
NCU09999.4,NCU09999.5,UNCHANGED,
NCU10001.4,NCU10001.5,UNCHANGED,
NCU10002.4,NCU10002.5,UNCHANGED,
NCU10003.4,NCU10003.5,UNCHANGED,
NCU10004.4,NCU10004.5,UNCHANGED,
NCU10005.4,NCU10005.5,UNCHANGED,
NCU10006.4,NCU10006.5,UNCHANGED,
NCU10007.4,NCU10007.5,UNCHANGED,
NCU10008.4,NCU10008.5,UNCHANGED,
NCU10009.4,NCU10009.5,UNCHANGED,
NCU10010.4,NCU10010.5,UNCHANGED,
NCU10011.4,NCU10011.5,UNCHANGED,
NCU10012.4,NCU10012.5,UNCHANGED,
NCU10014.4,NCU10014.5,UNCHANGED,
NCU10015.4,NCU10015.5,UNCHANGED,
NCU10016.4,NCU10016.5,UNCHANGED,
NCU10017.4,NCU10017.5,UNCHANGED,
NCU10018.4,NCU10018.5,UNCHANGED,
NCU10019.4,NCU10019.5,UNCHANGED,
NCU10020.4,NCU10020.5,UNCHANGED,
NCU10021.4,NCU10021.5,UNCHANGED,
NCU10027.4,NCU10027.5,UNCHANGED,
NCU10028.4,NCU10028.5,UNCHANGED,
NCU10029.4,NCU10029.5,UNCHANGED,
NCU10030.4,NCU10030.5,UNCHANGED,
NCU10031.4,NCU10031.5,UNCHANGED,
NCU10034.4,NCU10034.5,UNCHANGED,
NCU10035.4,NCU10035.5,UNCHANGED,
NCU10036.4,NCU10036.5,UNCHANGED,
NCU10037.4,NCU10037.5,UNCHANGED,
NCU10038.4,NCU10038.5,UNCHANGED,
NCU10039.4,NCU10039.5,UNCHANGED,
NCU10040.4,NCU10040.5,UNCHANGED,
NCU10042.4,NCU10042.5,UNCHANGED,
NCU10043.4,NCU10043.5,UNCHANGED,
NCU10044.4,NCU10044.5,UNCHANGED,
NCU10045.4,NCU10045.5,UNCHANGED,
NCU10046.4,NCU10046.5,UNCHANGED,
NCU10048.4,NCU10048.5,UNCHANGED,
NCU10049.4,NCU10049.5,UNCHANGED,
NCU10051.4,NCU10051.5,UNCHANGED,
NCU10052.4,NCU10052.5,UNCHANGED,
NCU10053.4,NCU10053.5,UNCHANGED,
NCU10055.4,NCU10055.5,UNCHANGED,
NCU10056.4,NCU10056.5,UNCHANGED,
NCU10058.4,NCU10058.5,UNCHANGED,
NCU10059.4,NCU10059.5,UNCHANGED,
NCU10061.4,NCU10061.5,UNCHANGED,
NCU10062.4,NCU10062.5,UNCHANGED,
NCU10063.4,NCU10063.5,UNCHANGED,
NCU10066.4,NCU10066.5,UNCHANGED,
NCU10067.4,NCU10067.5,UNCHANGED,
NCU10069.4,NCU10069.5,UNCHANGED,
NCU10070.4,NCU10070.5,UNCHANGED,
NCU10073.4,NCU10073.5,UNCHANGED,
NCU10076.4,NCU10076.5,UNCHANGED,
NCU10077.4,NCU10077.5,UNCHANGED,
NCU10080.4,NCU10080.5,UNCHANGED,
NCU10092.4,NCU10092.5,UNCHANGED,
NCU10101.4,NCU10101.5,UNCHANGED,
NCU10106.4,NCU10106.5,UNCHANGED,
NCU10107.4,NCU10107.5,UNCHANGED,
NCU10110.4,NCU10110.5,UNCHANGED,
NCU10119.4,NCU09163.5,UNCHANGED,
NCU10125.4,NCU10125.5,UNCHANGED,
NCU10129.4,NCU10129.5,UNCHANGED,
NCU10133.4,NCU08405.5,UNCHANGED,
NCU10142.4,NCU10142.5,UNCHANGED,
NCU10143.4,NCU10143.5,UNCHANGED,
NCU10144.4,NCU10144.5,UNCHANGED,
NCU10152.4,NCU10152.5,UNCHANGED,
NCU10155.4,NCU10155.5,UNCHANGED,
NCU10161.4,NCU10161.5,UNCHANGED,
NCU10169.4,NCU10169.5,UNCHANGED,
NCU10179.4,NCU08415.5,UNCHANGED,
NCU10185.4,NCU10185.5,UNCHANGED,
NCU10186.4,NCU10186.5,UNCHANGED,
NCU10189.4,NCU07072.5,UNCHANGED,
NCU10210.4,NCU10210.5,UNCHANGED,
NCU10217.4,NCU03974.5,UNCHANGED,
NCU10220.4,NCU10220.5,UNCHANGED,
NCU10226.4,NCU10226.5,UNCHANGED,
NCU10231.4,NCU10231.5,UNCHANGED,
NCU10232.4,NCU10232.5,UNCHANGED,
NCU10239.4,NCU10239.5,UNCHANGED,
NCU10245.4,NCU10245.5,UNCHANGED,
NCU10262.4,NCU02783.5,UNCHANGED,
NCU10264.4,NCU10264.5,UNCHANGED,
NCU10270.4,NCU10270.5,UNCHANGED,
NCU10272.4,NCU08408.5,UNCHANGED,
NCU10273.4,NCU10273.5,UNCHANGED,
NCU10274.4,NCU10274.5,UNCHANGED,
NCU10276.4,NCU10276.5,UNCHANGED,
NCU10278.4,NCU10278.5,UNCHANGED,
NCU10282.4,NCU10282.5,UNCHANGED,
NCU10283.4,NCU08409.5,UNCHANGED,
NCU10284.4,NCU05970.5,UNCHANGED,
NCU10285.4,NCU10285.5,UNCHANGED,
NCU10291.4,NCU10291.5,UNCHANGED,
NCU10292.4,NCU10292.5,UNCHANGED,
NCU10301.4,NCU10301.5,UNCHANGED,
NCU10304.4,NCU10304.5,UNCHANGED,
NCU10309.4,NCU10309.5,UNCHANGED,
NCU10311.4,NCU10311.5,UNCHANGED,
NCU10314.4,NCU10314.5,UNCHANGED,
NCU10337.4,NCU10337.5,UNCHANGED,
NCU10342.4,NCU10342.5,UNCHANGED,
NCU10344.4,NCU10344.5,UNCHANGED,
NCU10346.4,NCU10346.5,UNCHANGED,
NCU10351.4,NCU10351.5,UNCHANGED,
NCU10352.4,NCU10352.5,UNCHANGED,
NCU10359.4,NCU10359.5,UNCHANGED,
NCU10360.4,NCU10360.5,UNCHANGED,
NCU10368.4,NCU10368.5,UNCHANGED,
NCU10379.4,NCU08416.5,UNCHANGED,
NCU10381.4,NCU10381.5,UNCHANGED,
NCU10383.4,NCU08411.5,UNCHANGED,
NCU10387.4,NCU10387.5,UNCHANGED,
NCU10388.4,NCU10388.5,UNCHANGED,
NCU10392.4,NCU10392.5,UNCHANGED,
NCU10393.4,NCU10393.5,UNCHANGED,
NCU10396.4,NCU10396.5,UNCHANGED,
NCU10397.4,NCU10397.5,UNCHANGED,
NCU10400.4,NCU10400.5,UNCHANGED,
NCU10404.4,NCU10404.5,UNCHANGED,
NCU10409.4,NCU08803.5,UNCHANGED,
NCU10416.4,NCU10416.5,UNCHANGED,
NCU10417.4,NCU10417.5,UNCHANGED,
NCU10423.4,NCU08404.5,UNCHANGED,
NCU10427.4,NCU10427.5,UNCHANGED,
NCU10429.4,NCU10429.5,UNCHANGED,
NCU10430.4,NCU10430.5,UNCHANGED,
NCU10436.4,NCU10436.5,UNCHANGED,
NCU10444.4,NCU10444.5,UNCHANGED,
NCU10448.4,NCU10448.5,UNCHANGED,
NCU10457.4,NCU10457.5,UNCHANGED,
NCU10458.4,NCU10458.5,UNCHANGED,
NCU10467.4,NCU10467.5,UNCHANGED,
NCU10468.4,NCU10468.5,UNCHANGED,
NCU10470.4,NCU10470.5,UNCHANGED,
NCU10476.4,NCU10476.5,UNCHANGED,
NCU10477.4,NCU10477.5,UNCHANGED,
NCU10483.4,NCU10483.5,UNCHANGED,
NCU10490.4,NCU02646.5,UNCHANGED,
NCU10497.4,NCU10497.5,UNCHANGED,
NCU10498.4,NCU10498.5,UNCHANGED,
NCU10501.4,NCU10501.5,UNCHANGED,
NCU10502.4,NCU10502.5,UNCHANGED,
NCU10503.4,NCU03976.5,UNCHANGED,
NCU10506.4,NCU10506.5,UNCHANGED,
NCU10507.4,NCU10507.5,UNCHANGED,
NCU10512.4,NCU10512.5,UNCHANGED,
NCU10518.4,NCU10518.5,UNCHANGED,
NCU10519.4,NCU10519.5,UNCHANGED,
NCU10521.4,NCU10521.5,UNCHANGED,
NCU10537.4,NCU10537.5,UNCHANGED,
NCU10538.4,NCU10538.5,UNCHANGED,
NCU10539.4,NCU10539.5,UNCHANGED,
NCU10546.4,NCU10546.5,UNCHANGED,
NCU10557.4,NCU00287.5,UNCHANGED,
NCU10570.4,NCU10570.5,UNCHANGED,
NCU10572.4,NCU10572.5,UNCHANGED,
NCU10582.4,NCU09546.5,UNCHANGED,
NCU10591.4,NCU10591.5,UNCHANGED,
NCU10595.4,NCU10595.5,UNCHANGED,
NCU10596.4,NCU10596.5,UNCHANGED,
NCU10597.4,NCU10597.5,UNCHANGED,
NCU10601.4,NCU10601.5,UNCHANGED,
NCU10605.4,NCU10605.5,UNCHANGED,
NCU10610.4,NCU10610.5,UNCHANGED,
NCU10618.4,NCU10618.5,UNCHANGED,
NCU10621.4,NCU10621.5,UNCHANGED,
NCU10622.4,NCU10622.5,UNCHANGED,
NCU10629.4,NCU10629.5,UNCHANGED,
NCU10641.4,NCU10641.5,UNCHANGED,
NCU10644.4,NCU10644.5,UNCHANGED,
NCU10647.4,NCU10647.5,UNCHANGED,
NCU10650.4,NCU08406.5,UNCHANGED,
NCU10651.4,NCU10651.5,UNCHANGED,
NCU10652.4,NCU08767.5,UNCHANGED,
NCU10658.4,NCU10658.5,UNCHANGED,
NCU10675.4,NCU10675.5,UNCHANGED,
NCU10679.4,NCU03975.5,UNCHANGED,
NCU10680.4,NCU10680.5,UNCHANGED,
NCU10683.4,NCU10683.5,UNCHANGED,
NCU10687.4,NCU10687.5,UNCHANGED,
NCU10696.4,NCU10696.5,UNCHANGED,
NCU10697.4,NCU10697.5,UNCHANGED,
NCU10702.4,NCU10702.5,UNCHANGED,
NCU10703.4,NCU10703.5,UNCHANGED,
NCU10715.4,NCU10715.5,UNCHANGED,
NCU10721.4,NCU10721.5,UNCHANGED,
NCU10730.4,NCU10730.5,UNCHANGED,
NCU10732.4,NCU10732.5,UNCHANGED,
NCU10733.4,NCU10733.5,UNCHANGED,
NCU10747.4,NCU10747.5,UNCHANGED,
NCU10753.4,NCU08413.5,UNCHANGED,
NCU10760.4,NCU10760.5,UNCHANGED,
NCU10762.4,NCU10762.5,UNCHANGED,
NCU10763.4,NCU10763.5,UNCHANGED,
NCU10766.4,NCU10766.5,UNCHANGED,
NCU10770.4,NCU10770.5,UNCHANGED,
NCU10772.4,NCU10772.5,UNCHANGED,
NCU10775.4,NCU10775.5,UNCHANGED,
NCU10776.4,NCU10776.5,UNCHANGED,
NCU10777.4,NCU10777.5,UNCHANGED,
NCU10783.4,NCU08799.5,UNCHANGED,
NCU10789.4,NCU10789.5,UNCHANGED,
NCU10793.4,NCU10793.5,UNCHANGED,
NCU10798.4,NCU03977.5,UNCHANGED,
NCU10799.4,NCU10799.5,UNCHANGED,
NCU10806.4,NCU10806.5,UNCHANGED,
NCU10809.4,NCU10809.5,UNCHANGED,
NCU10810.4,NCU10810.5,UNCHANGED,
NCU10833.4,NCU08403.5,UNCHANGED,
NCU10836.4,NCU10836.5,UNCHANGED,
NCU10839.4,NCU10839.5,UNCHANGED,
NCU10847.4,NCU10847.5,UNCHANGED,
NCU10852.4,NCU10852.5,UNCHANGED,
NCU10853.4,NCU10853.5,UNCHANGED,
NCU10861.4,NCU10861.5,UNCHANGED,
NCU10865.4,NCU10865.5,UNCHANGED,
NCU10866.4,NCU08410.5,UNCHANGED,
NCU10867.4,NCU10867.5,UNCHANGED,
NCU10881.4,NCU02575.5,UNCHANGED,
NCU10889.4,NCU10889.5,UNCHANGED,
NCU10893.4,NCU10893.5,UNCHANGED,
NCU10894.4,NCU10894.5,UNCHANGED,
NCU10895.4,NCU10895.5,UNCHANGED,
NCU10896.4,NCU10896.5,UNCHANGED,
NCU10897.4,NCU10897.5,UNCHANGED,
NCU10903.4,NCU10903.5,UNCHANGED,
NCU10904.4,NCU10904.5,UNCHANGED,
NCU10905.4,NCU10905.5,UNCHANGED,
NCU10906.4,NCU10906.5,UNCHANGED,
NCU10907.4,NCU10907.5,UNCHANGED,
NCU10910.4,NCU10910.5,UNCHANGED,
NCU10914.4,NCU08414.5,UNCHANGED,
NCU10916.4,NCU00543.5,UNCHANGED,
NCU10926.4,NCU09500.5,UNCHANGED,
NCU10927.4,NCU10927.5,UNCHANGED,
NCU10933.4,NCU10933.5,UNCHANGED,
NCU10935.4,NCU02574.5,UNCHANGED,
NCU10936.4,NCU10936.5,UNCHANGED,
NCU10945.4,NCU09458.5,UNCHANGED,
NCU10951.4,NCU10951.5,UNCHANGED,
NCU10954.4,NCU10954.5,UNCHANGED,
NCU10987.4,NCU10987.5,UNCHANGED,
NCU10997.4,NCU09235.5,UNCHANGED,
NCU11000.4,NCU11000.5,UNCHANGED,
NCU11006.4,NCU11006.5,UNCHANGED,
NCU11012.4,NCU11012.5,UNCHANGED,
NCU11027.4,NCU11027.5,UNCHANGED,
NCU11030.4,NCU11030.5,UNCHANGED,
NCU11038.4,NCU11038.5,UNCHANGED,
NCU11041.4,NCU11041.5,UNCHANGED,
NCU11043.4,NCU11043.5,UNCHANGED,
NCU11046.4,NCU11046.5,UNCHANGED,
NCU11050.4,NCU11050.5,UNCHANGED,
NCU11053.4,NCU11053.5,UNCHANGED,
NCU11059.4,NCU11059.5,UNCHANGED,
NCU11065.4,NCU00616.5,UNCHANGED,
NCU11067.4,NCU11067.5,UNCHANGED,
NCU11068.4,NCU08412.5,UNCHANGED,
NCU11085.4,NCU11085.5,UNCHANGED,
NCU11087.4,NCU11087.5,UNCHANGED,
NCU11088.4,NCU11088.5,UNCHANGED,
NCU11090.4,NCU11090.5,UNCHANGED,
NCU11095.4,NCU11095.5,UNCHANGED,
NCU11098.4,NCU11098.5,UNCHANGED,
NCU11102.4,NCU11102.5,UNCHANGED,
NCU11108.4,NCU11108.5,UNCHANGED,
NCU11109.4,NCU11109.5,UNCHANGED,
NCU11118.4,NCU11118.5,UNCHANGED,
NCU11128.4,NCU11128.5,UNCHANGED,
NCU11129.4,NCU11129.5,UNCHANGED,
NCU11134.4,NCU11134.5,UNCHANGED,
NCU11138.4,NCU11138.5,UNCHANGED,
NCU11146.4,NCU11146.5,UNCHANGED,
NCU11151.4,NCU11151.5,UNCHANGED,
NCU11158.4,NCU11158.5,UNCHANGED,
NCU11159.4,NCU11159.5,UNCHANGED,
NCU11168.4,NCU00133.5,UNCHANGED,
NCU11169.4,NCU00134.5,UNCHANGED,
NCU11170.4,NCU00136.5,UNCHANGED,
NCU11171.4,NCU00137.5,UNCHANGED,
NCU11172.4,NCU11172.5,UNCHANGED,
NCU11173.4,NCU11173.5,UNCHANGED,
NCU11174.4,NCU11174.5,UNCHANGED,
NCU11175.4,NCU11175.5,UNCHANGED,
NCU11176.4,NCU11176.5,UNCHANGED,
NCU11177.4,NCU00257.5,UNCHANGED,
NCU11178.4,NCU00259.5,UNCHANGED,
NCU11179.4,NCU00260.5,UNCHANGED,
NCU11180.4,NCU11180.5,UNCHANGED,
NCU11181.4,NCU11181.5,UNCHANGED,
NCU11182.4,NCU11182.5,UNCHANGED,
NCU11185.4,NCU11185.5,UNCHANGED,
NCU11186.4,NCU11186.5,UNCHANGED,
NCU11187.4,NCU11187.5,UNCHANGED,
NCU11188.4,NCU11188.5,UNCHANGED,
NCU11190.4,NCU00678.5,UNCHANGED,
NCU11195.4,NCU11195.5,UNCHANGED,
NCU11196.4,NCU11196.5,UNCHANGED,
NCU11197.4,NCU11197.5,UNCHANGED,
NCU11198.4,NCU00972.5,UNCHANGED,
NCU11200.4,NCU11200.5,UNCHANGED,
NCU11201.4,NCU11201.5,UNCHANGED,
NCU11202.4,NCU01956.5,UNCHANGED,
NCU11203.4,NCU01957.5,UNCHANGED,
NCU11204.4,NCU01977.5,UNCHANGED,
NCU11207.4,NCU02038.5,UNCHANGED,
NCU11208.4,NCU02039.5,UNCHANGED,
NCU11209.4,NCU11209.5,UNCHANGED,
NCU11210.4,NCU11210.5,UNCHANGED,
NCU11211.4,NCU11211.5,UNCHANGED,
NCU11212.4,NCU11212.5,UNCHANGED,
NCU11213.4,NCU06003.5,UNCHANGED,
NCU11215.4,NCU11215.5,UNCHANGED,
NCU11216.4,NCU11216.5,UNCHANGED,
NCU11217.4,NCU05140.5,UNCHANGED,
NCU11218.4,NCU05139.5,UNCHANGED,
NCU11219.4,NCU11219.5,UNCHANGED,
NCU11220.4,NCU11220.5,UNCHANGED,
NCU11222.4,NCU11222.5,UNCHANGED,
NCU11223.4,NCU11223.5,UNCHANGED,
NCU11224.4,NCU01585.5,UNCHANGED,
NCU11228.4,NCU11228.5,UNCHANGED,
NCU11229.4,NCU02739.5,UNCHANGED,
NCU11230.4,NCU02710.5,UNCHANGED,
NCU11234.4,NCU11234.5,UNCHANGED,
NCU11235.4,NCU11235.5,UNCHANGED,
NCU11236.4,NCU11236.5,UNCHANGED,
NCU11237.4,NCU11237.5,UNCHANGED,
NCU11238.4,NCU02481.5,UNCHANGED,
NCU11239.4,NCU02479.5,UNCHANGED,
NCU11241.4,NCU11241.5,UNCHANGED,
NCU11242.4,NCU02852.5,UNCHANGED,
NCU11243.4,NCU02850.5,UNCHANGED,
NCU11245.4,NCU11245.5,UNCHANGED,
NCU11246.4,NCU11246.5,UNCHANGED,
NCU11247.4,NCU03245.5,UNCHANGED,
NCU11248.4,NCU11248.5,UNCHANGED,
NCU11249.4,NCU11249.5,UNCHANGED,
NCU11251.4,NCU11251.5,UNCHANGED,
NCU11252.4,NCU11252.5,UNCHANGED,
NCU11254.4,NCU02347.5,UNCHANGED,
NCU11255.4,NCU02348.5,UNCHANGED,
NCU11256.4,NCU02417.5,UNCHANGED,
