#OLD_LOCUS,NEW_LOCUS,UPDATE_TYPE,UPDATE_DETAIL
NCU09099.4,NCU09099.5,UNCHANGED,
NCU09100.4,NCU09100.5,UNCHANGED,
NCU09101.4,NCU09101.5,UNCHANGED,
NCU09102.4,NCU09102.5,UNCHANGED,
NCU09103.4,NCU09103.5,UNCHANGED,
NCU09104.4,NCU09104.5,UNCHANGED,
NCU09105.4,NCU09105.5,UNCHANGED,
NCU09106.4,NCU09106.5,UNCHANGED,
NCU09107.4,NCU09107.5,UNCHANGED,
NCU09108.4,NCU09108.5,UNCHANGED,
NCU09109.4,NCU09109.5,UNCHANGED,
NCU09111.4,NCU09111.5,UNCHANGED,
NCU09112.4,NCU09112.5,UNCHANGED,
NCU09115.4,NCU09115.5,UNCHANGED,
NCU09116.4,NCU09116.5,UNCHANGED,
NCU09117.4,NCU09117.5,UNCHANGED,
NCU09118.4,NCU09118.5,UNCHANGED,
NCU09119.4,NCU09119.5,UNCHANGED,
NCU09120.4,NCU09120.5,UNCHANGED,
NCU09121.4,NCU09121.5,UNCHANGED,
NCU09122.4,NCU09122.5,UNCHANGED,
NCU09123.4,NCU09123.5,UNCHANGED,
NCU09124.4,NCU09124.5,UNCHANGED,
NCU09125.4,NCU09125.5,UNCHANGED,
NCU09126.4,NCU09126.5,UNCHANGED,
NCU09127.4,NCU09127.5,UNCHANGED,
NCU09129.4,NCU09129.5,UNCHANGED,
NCU09130.4,NCU09130.5,UNCHANGED,
NCU09131.4,NCU09131.5,UNCHANGED,
NCU09132.4,NCU09132.5,UNCHANGED,
NCU09133.4,NCU09133.5,UNCHANGED,
NCU09134.4,NCU09134.5,UNCHANGED,
NCU09135.4,NCU09135.5,UNCHANGED,
NCU09136.4,NCU09136.5,UNCHANGED,
NCU09137.4,NCU09137.5,UNCHANGED,
NCU09138.4,NCU09138.5,UNCHANGED,
NCU09139.4,NCU09139.5,UNCHANGED,
NCU09140.4,NCU09140.5,UNCHANGED,
NCU09141.4,NCU09141.5,UNCHANGED,
NCU09142.4,NCU09142.5,UNCHANGED,
NCU09143.4,NCU09143.5,UNCHANGED,
NCU09144.4,NCU09144.5,UNCHANGED,
NCU09145.4,NCU09145.5,UNCHANGED,
NCU09147.4,NCU09147.5,UNCHANGED,
NCU09148.4,NCU09148.5,UNCHANGED,
NCU09149.4,NCU09149.5,UNCHANGED,
NCU09150.4,NCU09150.5,UNCHANGED,
NCU09151.4,NCU09151.5,UNCHANGED,
NCU09152.4,NCU09152.5,UNCHANGED,
NCU09153.4,NCU09153.5,UNCHANGED,
NCU09154.4,NCU09154.5,UNCHANGED,
NCU09155.4,NCU09155.5,UNCHANGED,
NCU09156.4,NCU09156.5,UNCHANGED,
NCU09157.4,NCU09157.5,UNCHANGED,
NCU09158.4,NCU09158.5,UNCHANGED,
NCU09159.4,NCU09159.5,UNCHANGED,
NCU09160.4,NCU09160.5,UNCHANGED,
NCU09161.4,NCU09161.5,UNCHANGED,
NCU09162.4,NCU09162.5,UNCHANGED,
NCU09164.4,NCU09164.5,UNCHANGED,
NCU09165.4,NCU09165.5,UNCHANGED,
NCU09166.4,NCU09166.5,UNCHANGED,
NCU09167.4,NCU09167.5,UNCHANGED,
NCU09168.4,NCU09168.5,UNCHANGED,
NCU09169.4,NCU09169.5,UNCHANGED,
NCU09170.4,NCU09170.5,UNCHANGED,
NCU09171.4,NCU09171.5,UNCHANGED,
NCU09172.4,NCU09172.5,UNCHANGED,
NCU09173.4,NCU09173.5,UNCHANGED,
NCU09174.4,NCU09174.5,UNCHANGED,
NCU09175.4,NCU09175.5,UNCHANGED,
NCU09176.4,NCU09176.5,UNCHANGED,
NCU09177.4,NCU09177.5,UNCHANGED,
NCU09178.4,NCU09178.5,UNCHANGED,
NCU09179.4,NCU09179.5,UNCHANGED,
NCU09180.4,NCU09180.5,UNCHANGED,
NCU09181.4,NCU09181.5,UNCHANGED,
NCU09182.4,NCU09182.5,UNCHANGED,
NCU09183.4,NCU09183.5,UNCHANGED,
NCU09185.4,NCU09185.5,UNCHANGED,
NCU09186.4,NCU09186.5,UNCHANGED,
NCU09187.4,NCU09187.5,UNCHANGED,
NCU09188.4,NCU09188.5,UNCHANGED,
NCU09189.4,NCU09189.5,UNCHANGED,
NCU09190.4,NCU09190.5,UNCHANGED,
NCU09191.4,NCU09191.5,UNCHANGED,
NCU09192.4,NCU09192.5,UNCHANGED,
NCU09193.4,NCU09193.5,UNCHANGED,
NCU09194.4,NCU09194.5,UNCHANGED,
NCU09195.4,NCU09195.5,UNCHANGED,
NCU09196.4,NCU09196.5,UNCHANGED,
NCU09197.4,NCU09197.5,UNCHANGED,
NCU09198.4,NCU09198.5,UNCHANGED,
NCU09199.4,NCU09199.5,UNCHANGED,
NCU09200.4,NCU09200.5,UNCHANGED,
NCU09201.4,NCU09201.5,UNCHANGED,
NCU09202.4,NCU09202.5,UNCHANGED,
NCU09203.4,NCU09203.5,UNCHANGED,
NCU09204.4,NCU09204.5,UNCHANGED,
NCU09205.4,NCU09205.5,UNCHANGED,
NCU09206.4,NCU09206.5,UNCHANGED,
NCU09207.4,NCU09207.5,UNCHANGED,
NCU09208.4,NCU09208.5,UNCHANGED,
NCU09209.4,NCU09209.5,UNCHANGED,
NCU09210.4,NCU09210.5,UNCHANGED,
NCU09211.4,NCU09211.5,UNCHANGED,
NCU09212.4,NCU09212.5,UNCHANGED,
NCU09213.4,NCU09213.5,UNCHANGED,
NCU09214.4,NCU09214.5,UNCHANGED,
NCU09215.4,NCU09215.5,UNCHANGED,
NCU09216.4,NCU09216.5,UNCHANGED,
NCU09217.4,NCU09217.5,UNCHANGED,
NCU09218.4,NCU09218.5,UNCHANGED,
NCU09219.4,NCU09219.5,UNCHANGED,
NCU09220.4,NCU09220.5,UNCHANGED,
NCU09221.4,NCU09221.5,UNCHANGED,
NCU09222.4,NCU09222.5,UNCHANGED,
NCU09223.4,NCU09223.5,UNCHANGED,
NCU09224.4,NCU09224.5,UNCHANGED,
NCU09225.4,NCU09225.5,UNCHANGED,
NCU09226.4,NCU09226.5,UNCHANGED,
NCU09227.4,NCU09227.5,UNCHANGED,
NCU09228.4,NCU09228.5,UNCHANGED,
NCU09230.4,NCU09230.5,UNCHANGED,
NCU09231.4,NCU09231.5,UNCHANGED,
NCU09232.4,NCU09232.5,UNCHANGED,
NCU09233.4,NCU09233.5,UNCHANGED,
NCU09236.4,NCU09236.5,UNCHANGED,
NCU09237.4,NCU09237.5,UNCHANGED,
NCU09238.4,NCU09238.5,UNCHANGED,
NCU09239.4,NCU09239.5,UNCHANGED,
NCU09240.4,NCU09240.5,UNCHANGED,
NCU09241.4,NCU09241.5,UNCHANGED,
NCU09242.4,NCU09242.5,UNCHANGED,
NCU09243.4,NCU09243.5,UNCHANGED,
NCU09244.4,NCU09244.5,UNCHANGED,
NCU09245.4,NCU09245.5,UNCHANGED,
NCU09247.4,NCU09247.5,UNCHANGED,
NCU09248.4,NCU09248.5,UNCHANGED,
NCU09249.4,NCU09249.5,UNCHANGED,
NCU09250.4,NCU09250.5,UNCHANGED,
NCU09251.4,NCU09251.5,UNCHANGED,
NCU09252.4,NCU09252.5,UNCHANGED,
NCU09253.4,NCU09253.5,UNCHANGED,
NCU09254.4,NCU09254.5,UNCHANGED,
NCU09255.4,NCU09255.5,UNCHANGED,
NCU09258.4,NCU09258.5,UNCHANGED,
NCU09259.4,NCU09259.5,UNCHANGED,
NCU09260.4,NCU09260.5,UNCHANGED,
NCU09261.4,NCU09261.5,UNCHANGED,
NCU09262.4,NCU09262.5,UNCHANGED,
NCU09263.4,NCU09263.5,UNCHANGED,
NCU09264.4,NCU09264.5,UNCHANGED,
NCU09265.4,NCU09265.5,UNCHANGED,
NCU09266.4,NCU09266.5,UNCHANGED,
NCU09267.4,NCU09267.5,UNCHANGED,
NCU09268.4,NCU09268.5,UNCHANGED,
NCU09269.4,NCU09269.5,UNCHANGED,
NCU09270.4,NCU09270.5,UNCHANGED,
NCU09271.4,NCU09271.5,UNCHANGED,
NCU09272.4,NCU09272.5,UNCHANGED,
NCU09273.4,NCU09273.5,UNCHANGED,
NCU09274.4,NCU09274.5,UNCHANGED,
NCU09275.4,NCU09275.5,UNCHANGED,
NCU09276.4,NCU09276.5,UNCHANGED,
NCU09277.4,NCU09277.5,UNCHANGED,
NCU09278.4,NCU09278.5,UNCHANGED,
NCU09279.4,NCU09279.5,UNCHANGED,
NCU09280.4,NCU09280.5,UNCHANGED,
NCU09281.4,NCU09281.5,UNCHANGED,
NCU09282.4,NCU09282.5,UNCHANGED,
NCU09283.4,NCU09283.5,UNCHANGED,
NCU09284.4,NCU09284.5,UNCHANGED,
NCU09285.4,NCU09285.5,UNCHANGED,
NCU09287.4,NCU09287.5,UNCHANGED,
NCU09288.4,NCU09288.5,UNCHANGED,
NCU09289.4,NCU09289.5,UNCHANGED,
NCU09290.4,NCU09290.5,UNCHANGED,
NCU09291.4,NCU09291.5,UNCHANGED,
NCU09293.4,NCU09293.5,UNCHANGED,
NCU09294.4,NCU09294.5,UNCHANGED,
NCU09295.4,NCU09295.5,UNCHANGED,
NCU09296.4,NCU09296.5,UNCHANGED,
NCU09297.4,NCU09297.5,UNCHANGED,
NCU09299.4,NCU09299.5,UNCHANGED,
NCU09306.4,NCU09306.5,UNCHANGED,
NCU09307.4,NCU09307.5,UNCHANGED,
NCU09308.4,NCU09308.5,UNCHANGED,
NCU09309.4,NCU09309.5,UNCHANGED,
NCU09310.4,NCU09310.5,UNCHANGED,
NCU09311.4,NCU09311.5,UNCHANGED,
NCU09312.4,NCU09312.5,UNCHANGED,
NCU09313.4,NCU09313.5,UNCHANGED,
NCU09314.4,NCU09314.5,UNCHANGED,
NCU09315.4,NCU09315.5,UNCHANGED,
NCU09316.4,NCU09316.5,UNCHANGED,
NCU09317.4,NCU09317.5,UNCHANGED,
NCU09318.4,NCU09318.5,UNCHANGED,
NCU09319.4,NCU09319.5,UNCHANGED,
NCU09320.4,NCU09320.5,UNCHANGED,
NCU09321.4,NCU09321.5,UNCHANGED,
NCU09322.4,NCU09322.5,UNCHANGED,
NCU09323.4,NCU09323.5,UNCHANGED,
NCU09324.4,NCU09324.5,UNCHANGED,
NCU09325.4,NCU09325.5,UNCHANGED,
NCU09326.4,NCU09326.5,UNCHANGED,
NCU09327.4,NCU09327.5,UNCHANGED,
NCU09328.4,NCU09328.5,UNCHANGED,
NCU09329.4,NCU09329.5,UNCHANGED,
NCU09330.4,NCU09330.5,UNCHANGED,
NCU09331.4,NCU09331.5,UNCHANGED,
NCU09332.4,NCU09332.5,UNCHANGED,
NCU09333.4,NCU09333.5,UNCHANGED,
NCU09335.4,NCU09335.5,UNCHANGED,
NCU09336.4,NCU09336.5,UNCHANGED,
NCU09337.4,NCU09337.5,UNCHANGED,
NCU09338.4,NCU09338.5,UNCHANGED,
NCU09339.4,NCU09339.5,UNCHANGED,
NCU09342.4,NCU09342.5,UNCHANGED,
NCU09343.4,NCU09343.5,UNCHANGED,
NCU09344.4,NCU09344.5,UNCHANGED,
NCU09345.4,NCU09345.5,UNCHANGED,
NCU09347.4,NCU09347.5,UNCHANGED,
NCU09348.4,NCU09348.5,UNCHANGED,
NCU09349.4,NCU09349.5,UNCHANGED,
NCU09350.4,NCU09350.5,UNCHANGED,
NCU09351.4,NCU09351.5,UNCHANGED,
NCU09352.4,NCU09352.5,UNCHANGED,
NCU09354.4,NCU09354.5,UNCHANGED,
NCU09355.4,NCU09355.5,UNCHANGED,
NCU09356.4,NCU09356.5,UNCHANGED,
NCU09357.4,NCU09357.5,UNCHANGED,
NCU09358.4,NCU09358.5,UNCHANGED,
NCU09360.4,NCU09360.5,UNCHANGED,
NCU09362.4,NCU09362.5,UNCHANGED,
NCU09363.4,NCU09363.5,UNCHANGED,
NCU09364.4,NCU09364.5,UNCHANGED,
NCU09365.4,NCU09365.5,UNCHANGED,
NCU09366.4,NCU09366.5,UNCHANGED,
NCU09367.4,NCU09367.5,UNCHANGED,
NCU09368.4,NCU09368.5,UNCHANGED,
NCU09370.4,NCU09370.5,UNCHANGED,
NCU09371.4,NCU09371.5,UNCHANGED,
NCU09372.4,NCU09372.5,UNCHANGED,
NCU09373.4,NCU09373.5,UNCHANGED,
NCU09374.4,NCU09374.5,UNCHANGED,
NCU09375.4,NCU09375.5,UNCHANGED,
NCU09376.4,NCU09376.5,UNCHANGED,
NCU09377.4,NCU09377.5,UNCHANGED,
NCU09378.4,NCU09378.5,UNCHANGED,
NCU09379.4,NCU09379.5,UNCHANGED,
NCU09380.4,NCU09380.5,UNCHANGED,
NCU09381.4,NCU09381.5,UNCHANGED,
NCU09382.4,NCU09382.5,UNCHANGED,
NCU09383.4,NCU09383.5,UNCHANGED,
NCU09384.4,NCU09384.5,UNCHANGED,
NCU09386.4,NCU09386.5,UNCHANGED,
NCU09387.4,NCU09387.5,UNCHANGED,
NCU09388.4,NCU09388.5,UNCHANGED,
NCU09389.4,NCU09389.5,UNCHANGED,
NCU09390.4,NCU09390.5,UNCHANGED,
NCU09391.4,NCU09391.5,UNCHANGED,
NCU09393.4,NCU09393.5,UNCHANGED,
NCU09394.4,NCU09394.5,UNCHANGED,
NCU09395.4,NCU09395.5,UNCHANGED,
NCU09396.4,NCU09396.5,UNCHANGED,
NCU09400.4,NCU09400.5,UNCHANGED,
NCU09401.4,NCU09401.5,UNCHANGED,
NCU09402.4,NCU09402.5,UNCHANGED,
NCU09403.4,NCU09403.5,UNCHANGED,
NCU09404.4,NCU09404.5,UNCHANGED,
NCU09406.4,NCU09406.5,UNCHANGED,
NCU09407.4,NCU09407.5,UNCHANGED,
NCU09408.4,NCU09408.5,UNCHANGED,
NCU09409.4,NCU09409.5,UNCHANGED,
NCU09410.4,NCU09410.5,UNCHANGED,
NCU09411.4,NCU09411.5,UNCHANGED,
NCU09412.4,NCU09412.5,UNCHANGED,
NCU09413.4,NCU09413.5,UNCHANGED,
NCU09415.4,NCU09415.5,UNCHANGED,
NCU09416.4,NCU09416.5,UNCHANGED,
NCU09418.4,NCU09418.5,UNCHANGED,
NCU09419.4,NCU09419.5,UNCHANGED,
NCU09420.4,NCU09420.5,UNCHANGED,
NCU09421.4,NCU09421.5,UNCHANGED,
NCU09422.4,NCU09422.5,UNCHANGED,
NCU09423.4,NCU09423.5,UNCHANGED,
NCU09424.4,NCU09424.5,UNCHANGED,
NCU09425.4,NCU09425.5,UNCHANGED,
NCU09426.4,NCU09426.5,UNCHANGED,
NCU09427.4,NCU09427.5,UNCHANGED,
NCU09428.4,NCU09428.5,UNCHANGED,
NCU09429.4,NCU09429.5,UNCHANGED,
NCU09430.4,NCU09430.5,UNCHANGED,
NCU09431.4,NCU09431.5,UNCHANGED,
NCU09432.4,NCU09432.5,UNCHANGED,
NCU09433.4,NCU09433.5,UNCHANGED,
NCU09434.4,NCU09434.5,UNCHANGED,
NCU09435.4,NCU09435.5,UNCHANGED,
NCU09436.4,NCU09436.5,UNCHANGED,
NCU09437.4,NCU09437.5,UNCHANGED,
NCU09438.4,NCU09438.5,UNCHANGED,
NCU09439.4,NCU09439.5,UNCHANGED,
NCU09442.4,NCU09442.5,UNCHANGED,
NCU09443.4,NCU09443.5,UNCHANGED,
NCU09444.4,NCU09444.5,UNCHANGED,
NCU09445.4,NCU09445.5,UNCHANGED,
NCU09447.4,NCU09447.5,UNCHANGED,
NCU09448.4,NCU09448.5,UNCHANGED,
NCU09449.4,NCU09449.5,UNCHANGED,
NCU09450.4,NCU09450.5,UNCHANGED,
NCU09451.4,NCU09451.5,UNCHANGED,
NCU09452.4,NCU09452.5,UNCHANGED,
NCU09453.4,NCU09453.5,UNCHANGED,
NCU09455.4,NCU09455.5,UNCHANGED,
NCU09456.4,NCU09456.5,UNCHANGED,
NCU09459.4,NCU09459.5,UNCHANGED,
NCU09460.4,NCU09460.5,UNCHANGED,
NCU09461.4,NCU09461.5,UNCHANGED,
NCU09462.4,NCU09462.5,UNCHANGED,
NCU09463.4,NCU09463.5,UNCHANGED,
NCU09464.4,NCU09464.5,UNCHANGED,
NCU09465.4,NCU09465.5,UNCHANGED,
NCU09466.4,NCU09466.5,UNCHANGED,
NCU09467.4,NCU09467.5,UNCHANGED,
NCU09468.4,NCU09468.5,UNCHANGED,
NCU09469.4,NCU09469.5,UNCHANGED,
NCU09470.4,NCU09470.5,UNCHANGED,
NCU09471.4,NCU09471.5,UNCHANGED,
NCU09472.4,NCU09472.5,UNCHANGED,
NCU09473.4,NCU09473.5,UNCHANGED,
NCU09474.4,NCU09474.5,UNCHANGED,
NCU09475.4,NCU09475.5,UNCHANGED,
NCU09476.4,NCU09476.5,UNCHANGED,
NCU09477.4,NCU09477.5,UNCHANGED,
NCU09478.4,NCU09478.5,UNCHANGED,
NCU09479.4,NCU09479.5,UNCHANGED,
NCU09480.4,NCU09480.5,UNCHANGED,
NCU09481.4,NCU09481.5,UNCHANGED,
NCU09482.4,NCU09482.5,UNCHANGED,
NCU09483.4,NCU09483.5,UNCHANGED,
NCU09484.4,NCU09484.5,UNCHANGED,
NCU09485.4,NCU09485.5,UNCHANGED,
NCU09486.4,NCU09486.5,UNCHANGED,
NCU09487.4,NCU09487.5,UNCHANGED,
NCU09488.4,NCU09488.5,UNCHANGED,
NCU09489.4,NCU09489.5,UNCHANGED,
NCU09490.4,NCU09490.5,UNCHANGED,
NCU09491.4,NCU09491.5,UNCHANGED,
NCU09492.4,NCU09492.5,UNCHANGED,
NCU09494.4,NCU09494.5,UNCHANGED,
NCU09495.4,NCU09495.5,UNCHANGED,
NCU09496.4,NCU09496.5,UNCHANGED,
NCU09497.4,NCU09497.5,UNCHANGED,
NCU09498.4,NCU09498.5,UNCHANGED,
NCU09499.4,NCU09499.5,UNCHANGED,
NCU09502.4,NCU09502.5,UNCHANGED,
NCU09503.4,NCU09503.5,UNCHANGED,
NCU09506.4,NCU09506.5,UNCHANGED,
NCU09508.4,NCU09508.5,UNCHANGED,
NCU09509.4,NCU09509.5,UNCHANGED,
NCU09510.4,NCU09510.5,UNCHANGED,
NCU09511.4,NCU09511.5,UNCHANGED,
NCU09512.4,NCU09512.5,UNCHANGED,
NCU09513.4,NCU09513.5,UNCHANGED,
NCU09514.4,NCU09514.5,UNCHANGED,
NCU09516.4,NCU09516.5,UNCHANGED,
NCU09517.4,NCU09517.5,UNCHANGED,
NCU09518.4,NCU09518.5,UNCHANGED,
NCU09519.4,NCU09519.5,UNCHANGED,
NCU09520.4,NCU09520.5,UNCHANGED,
NCU09521.4,NCU09521.5,UNCHANGED,
NCU09522.4,NCU09522.5,UNCHANGED,
NCU09523.4,NCU09523.5,UNCHANGED,
NCU09524.4,NCU09524.5,UNCHANGED,
NCU09525.4,NCU09525.5,UNCHANGED,
NCU09526.4,NCU09526.5,UNCHANGED,
NCU09527.4,NCU09527.5,UNCHANGED,
NCU09528.4,NCU09528.5,UNCHANGED,
NCU09529.4,NCU09529.5,UNCHANGED,
NCU09530.4,NCU09530.5,UNCHANGED,
NCU09532.4,NCU09532.5,UNCHANGED,
NCU09533.4,NCU09533.5,UNCHANGED,
NCU09534.4,NCU09534.5,UNCHANGED,
NCU09535.4,NCU09535.5,UNCHANGED,
NCU09536.4,NCU09536.5,UNCHANGED,
NCU09537.4,NCU09537.5,UNCHANGED,
NCU09538.4,NCU09538.5,UNCHANGED,
NCU09539.4,NCU09539.5,UNCHANGED,
NCU09540.4,NCU09540.5,UNCHANGED,
NCU09541.4,NCU09541.5,UNCHANGED,
NCU09542.4,NCU09542.5,UNCHANGED,
NCU09543.4,NCU09543.5,UNCHANGED,
NCU09544.4,NCU09544.5,UNCHANGED,
NCU09545.4,NCU09545.5,UNCHANGED,
NCU09547.4,NCU09547.5,UNCHANGED,
NCU09548.4,NCU09548.5,UNCHANGED,
NCU09549.4,NCU09549.5,UNCHANGED,
NCU09550.4,NCU09550.5,UNCHANGED,
NCU09551.4,NCU09551.5,UNCHANGED,
NCU09552.4,NCU09552.5,UNCHANGED,
NCU09553.4,NCU09553.5,UNCHANGED,
NCU09556.4,NCU09556.5,UNCHANGED,
NCU09559.4,NCU09559.5,UNCHANGED,
NCU09560.4,NCU09560.5,UNCHANGED,
NCU09561.4,NCU09561.5,UNCHANGED,
NCU09562.4,NCU09562.5,UNCHANGED,
NCU09564.4,NCU09564.5,UNCHANGED,
NCU09565.4,NCU09565.5,UNCHANGED,
NCU09566.4,NCU09566.5,UNCHANGED,
NCU09567.4,NCU09567.5,UNCHANGED,
NCU09568.4,NCU09568.5,UNCHANGED,
NCU09569.4,NCU09569.5,UNCHANGED,
NCU09570.4,NCU09570.5,UNCHANGED,
NCU09571.4,NCU09571.5,UNCHANGED,
NCU09572.4,NCU09572.5,UNCHANGED,
NCU09573.4,NCU09573.5,UNCHANGED,
NCU09574.4,NCU09574.5,UNCHANGED,
NCU09575.4,NCU09575.5,UNCHANGED,
NCU09576.4,NCU09576.5,UNCHANGED,
NCU09577.4,NCU09577.5,UNCHANGED,
NCU09578.4,NCU09578.5,UNCHANGED,
NCU09579.4,NCU09579.5,UNCHANGED,
NCU09580.4,NCU09580.5,UNCHANGED,
NCU09581.4,NCU09581.5,UNCHANGED,
NCU09582.4,NCU09582.5,UNCHANGED,
NCU09584.4,NCU09584.5,UNCHANGED,
NCU09585.4,NCU09585.5,UNCHANGED,
NCU09586.4,NCU09586.5,UNCHANGED,
NCU09587.4,NCU09587.5,UNCHANGED,
NCU09588.4,NCU09588.5,UNCHANGED,
NCU09589.4,NCU09589.5,UNCHANGED,
NCU09590.4,NCU09590.5,UNCHANGED,
NCU09591.4,NCU09591.5,UNCHANGED,
NCU09593.4,NCU09593.5,UNCHANGED,
NCU09594.4,NCU09594.5,UNCHANGED,
NCU09595.4,NCU09595.5,UNCHANGED,
NCU09596.4,NCU09596.5,UNCHANGED,
NCU09597.4,NCU09597.5,UNCHANGED,
NCU09598.4,NCU09598.5,UNCHANGED,
NCU09599.4,NCU09599.5,UNCHANGED,
NCU09600.4,NCU09600.5,UNCHANGED,
NCU09602.4,NCU09602.5,UNCHANGED,
NCU09603.4,NCU09603.5,UNCHANGED,
NCU09604.4,NCU09604.5,UNCHANGED,
NCU09605.4,NCU09605.5,UNCHANGED,
NCU09606.4,NCU09606.5,UNCHANGED,
NCU09608.4,NCU09608.5,UNCHANGED,
NCU09609.4,NCU09609.5,UNCHANGED,
NCU09610.4,NCU09610.5,UNCHANGED,
NCU09611.4,NCU09611.5,UNCHANGED,
NCU09612.4,NCU09612.5,UNCHANGED,
NCU09613.4,NCU09613.5,UNCHANGED,
NCU09615.4,NCU09615.5,UNCHANGED,
NCU09616.4,NCU09616.5,UNCHANGED,
NCU09617.4,NCU09617.5,UNCHANGED,
NCU09619.4,NCU09619.5,UNCHANGED,
NCU09620.4,NCU09620.5,UNCHANGED,
NCU09621.4,NCU09621.5,UNCHANGED,
NCU09623.4,NCU09623.5,UNCHANGED,
NCU09627.4,NCU09627.5,UNCHANGED,
NCU09629.4,NCU09629.5,UNCHANGED,
NCU09630.4,NCU09630.5,UNCHANGED,
NCU09631.4,NCU09631.5,UNCHANGED,
NCU09632.4,NCU09632.5,UNCHANGED,
NCU09634.4,NCU09634.5,UNCHANGED,
NCU09635.4,NCU09635.5,UNCHANGED,
NCU09636.4,NCU09636.5,UNCHANGED,
NCU09637.4,NCU09637.5,UNCHANGED,
NCU09638.4,NCU09638.5,UNCHANGED,
NCU09639.4,NCU09639.5,UNCHANGED,
NCU09640.4,NCU09640.5,UNCHANGED,
NCU09641.4,NCU09641.5,UNCHANGED,
NCU09642.4,NCU09642.5,UNCHANGED,
NCU09643.4,NCU09643.5,UNCHANGED,
NCU09644.4,NCU09644.5,UNCHANGED,
NCU09645.4,NCU09645.5,UNCHANGED,
NCU09646.4,NCU09646.5,UNCHANGED,
NCU09647.4,NCU09647.5,UNCHANGED,
NCU09648.4,NCU09648.5,UNCHANGED,
NCU09649.4,NCU09649.5,UNCHANGED,
NCU09650.4,NCU09650.5,UNCHANGED,
NCU09651.4,NCU09651.5,UNCHANGED,
NCU09652.4,NCU09652.5,UNCHANGED,
NCU09653.4,NCU09653.5,UNCHANGED,
NCU09654.4,NCU09654.5,UNCHANGED,
NCU09656.4,NCU09656.5,UNCHANGED,
NCU09657.4,NCU09657.5,UNCHANGED,
NCU09658.4,NCU09658.5,UNCHANGED,
NCU09659.4,NCU09659.5,UNCHANGED,
NCU09660.4,NCU09660.5,UNCHANGED,
NCU09661.4,NCU09661.5,UNCHANGED,
NCU09663.4,NCU09663.5,UNCHANGED,
NCU09664.4,NCU09664.5,UNCHANGED,
NCU09665.4,NCU09665.5,UNCHANGED,
NCU09667.4,NCU09667.5,UNCHANGED,
NCU09671.4,NCU09671.5,UNCHANGED,
NCU09672.4,NCU09672.5,UNCHANGED,
NCU09673.4,NCU09673.5,UNCHANGED,
NCU09674.4,NCU09674.5,UNCHANGED,
NCU09676.4,NCU09676.5,UNCHANGED,
NCU09677.4,NCU09677.5,UNCHANGED,
NCU09678.4,NCU09678.5,UNCHANGED,
NCU09679.4,NCU09679.5,UNCHANGED,
NCU09680.4,NCU09680.5,UNCHANGED,
NCU09681.4,NCU09681.5,UNCHANGED,
NCU09682.4,NCU09682.5,UNCHANGED,
NCU09683.4,NCU09683.5,UNCHANGED,
NCU09685.4,NCU09685.5,UNCHANGED,
NCU09686.4,NCU09686.5,UNCHANGED,
NCU09687.4,NCU09687.5,UNCHANGED,
NCU09688.4,NCU09688.5,UNCHANGED,
NCU09689.4,NCU09689.5,UNCHANGED,
NCU09690.4,NCU09690.5,UNCHANGED,
NCU09691.4,NCU09691.5,UNCHANGED,
NCU09692.4,NCU09692.5,UNCHANGED,
NCU09693.4,NCU09693.5,UNCHANGED,
NCU09694.4,NCU09694.5,UNCHANGED,
NCU09695.4,NCU09695.5,UNCHANGED,
NCU09696.4,NCU09696.5,UNCHANGED,
NCU09698.4,NCU09698.5,UNCHANGED,
NCU09699.4,NCU09699.5,UNCHANGED,
NCU09700.4,NCU09700.5,UNCHANGED,
NCU09702.4,NCU09702.5,UNCHANGED,
NCU09703.4,NCU09703.5,UNCHANGED,
NCU09704.4,NCU09704.5,UNCHANGED,
NCU09705.4,NCU09705.5,UNCHANGED,
NCU09706.4,NCU09706.5,UNCHANGED,
NCU09707.4,NCU09707.5,UNCHANGED,
NCU09708.4,NCU09708.5,UNCHANGED,
NCU09709.4,NCU09709.5,UNCHANGED,
NCU09710.4,NCU09710.5,UNCHANGED,
NCU09711.4,NCU09711.5,UNCHANGED,
NCU09712.4,NCU09712.5,UNCHANGED,
NCU09713.4,NCU09713.5,UNCHANGED,
NCU09714.4,NCU09714.5,UNCHANGED,
NCU09715.4,NCU09715.5,UNCHANGED,
NCU09716.4,NCU09716.5,UNCHANGED,
NCU09717.4,NCU09717.5,UNCHANGED,
NCU09718.4,NCU09718.5,UNCHANGED,
NCU09719.4,NCU09719.5,UNCHANGED,
NCU09720.4,NCU09720.5,UNCHANGED,
NCU09721.4,NCU09721.5,UNCHANGED,
NCU09722.4,NCU09722.5,UNCHANGED,
NCU09723.4,NCU09723.5,UNCHANGED,
NCU09724.4,NCU09724.5,UNCHANGED,
NCU09725.4,NCU09725.5,UNCHANGED,
NCU09726.4,NCU09726.5,UNCHANGED,
NCU09727.4,NCU09727.5,UNCHANGED,
NCU09728.4,NCU09728.5,UNCHANGED,
NCU09729.4,NCU09729.5,UNCHANGED,
NCU09730.4,NCU09730.5,UNCHANGED,
NCU09731.4,NCU09731.5,UNCHANGED,
NCU09732.4,NCU09732.5,UNCHANGED,
NCU09733.4,NCU09733.5,UNCHANGED,
NCU09734.4,NCU09734.5,UNCHANGED,
NCU09735.4,NCU09735.5,UNCHANGED,
NCU09736.4,NCU09736.5,UNCHANGED,
